model,decoding_method,beam_size,problem_id,input_tokens,output_tokens,total_tokens,score,source_file,row_index
PHI3.5,tree,15,15_1000#100,108,568,676,0,PHI35/tree/MATH500/15_1000.jsonl,100
PHI3.5,tree,3,3_1000#1,71,237,308,0,PHI35/tree/MATH500/3_1000.jsonl,1
PHI3.5,tree,3,3_1000#2,123,1001,1124,0,PHI35/tree/MATH500/3_1000.jsonl,2
PHI3.5,tree,3,3_1000#3,69,276,345,1,PHI35/tree/MATH500/3_1000.jsonl,3
PHI3.5,tree,3,3_1000#4,37,136,173,1,PHI35/tree/MATH500/3_1000.jsonl,4
PHI3.5,tree,3,3_1000#5,402,327,729,0,PHI35/tree/MATH500/3_1000.jsonl,5
PHI3.5,tree,3,3_1000#6,69,112,181,1,PHI35/tree/MATH500/3_1000.jsonl,6
PHI3.5,tree,3,3_1000#7,41,167,208,0,PHI35/tree/MATH500/3_1000.jsonl,7
PHI3.5,tree,3,3_1000#8,96,788,884,0,PHI35/tree/MATH500/3_1000.jsonl,8
PHI3.5,tree,3,3_1000#9,56,300,356,1,PHI35/tree/MATH500/3_1000.jsonl,9
PHI3.5,tree,3,3_1000#10,172,671,843,0,PHI35/tree/MATH500/3_1000.jsonl,10
PHI3.5,tree,3,3_1000#11,47,192,239,0,PHI35/tree/MATH500/3_1000.jsonl,11
PHI3.5,tree,3,3_1000#12,85,551,636,0,PHI35/tree/MATH500/3_1000.jsonl,12
PHI3.5,tree,3,3_1000#13,95,272,367,1,PHI35/tree/MATH500/3_1000.jsonl,13
PHI3.5,tree,3,3_1000#14,221,142,363,1,PHI35/tree/MATH500/3_1000.jsonl,14
PHI3.5,tree,3,3_1000#15,163,108,271,0,PHI35/tree/MATH500/3_1000.jsonl,15
PHI3.5,tree,3,3_1000#16,233,461,694,0,PHI35/tree/MATH500/3_1000.jsonl,16
PHI3.5,tree,3,3_1000#17,46,117,163,1,PHI35/tree/MATH500/3_1000.jsonl,17
PHI3.5,tree,3,3_1000#18,280,196,476,1,PHI35/tree/MATH500/3_1000.jsonl,18
PHI3.5,tree,3,3_1000#19,187,65,252,0,PHI35/tree/MATH500/3_1000.jsonl,19
PHI3.5,tree,3,3_1000#20,69,192,261,0,PHI35/tree/MATH500/3_1000.jsonl,20
PHI3.5,tree,3,3_1000#21,36,103,139,1,PHI35/tree/MATH500/3_1000.jsonl,21
PHI3.5,tree,3,3_1000#22,50,482,532,0,PHI35/tree/MATH500/3_1000.jsonl,22
PHI3.5,tree,3,3_1000#23,159,297,456,0,PHI35/tree/MATH500/3_1000.jsonl,23
PHI3.5,tree,3,3_1000#24,50,412,462,0,PHI35/tree/MATH500/3_1000.jsonl,24
PHI3.5,tree,3,3_1000#25,132,336,468,0,PHI35/tree/MATH500/3_1000.jsonl,25
PHI3.5,tree,3,3_1000#26,107,144,251,0,PHI35/tree/MATH500/3_1000.jsonl,26
PHI3.5,tree,3,3_1000#27,76,331,407,0,PHI35/tree/MATH500/3_1000.jsonl,27
PHI3.5,tree,3,3_1000#28,110,219,329,0,PHI35/tree/MATH500/3_1000.jsonl,28
PHI3.5,tree,3,3_1000#29,58,100,158,1,PHI35/tree/MATH500/3_1000.jsonl,29
PHI3.5,tree,3,3_1000#30,103,523,626,1,PHI35/tree/MATH500/3_1000.jsonl,30
PHI3.5,tree,3,3_1000#31,45,202,247,1,PHI35/tree/MATH500/3_1000.jsonl,31
PHI3.5,tree,3,3_1000#32,32,144,176,0,PHI35/tree/MATH500/3_1000.jsonl,32
PHI3.5,tree,3,3_1000#33,73,217,290,0,PHI35/tree/MATH500/3_1000.jsonl,33
PHI3.5,tree,3,3_1000#34,70,277,347,0,PHI35/tree/MATH500/3_1000.jsonl,34
PHI3.5,tree,3,3_1000#35,52,524,576,0,PHI35/tree/MATH500/3_1000.jsonl,35
PHI3.5,tree,3,3_1000#36,61,364,425,0,PHI35/tree/MATH500/3_1000.jsonl,36
PHI3.5,tree,3,3_1000#37,51,516,567,0,PHI35/tree/MATH500/3_1000.jsonl,37
PHI3.5,tree,3,3_1000#38,57,148,205,1,PHI35/tree/MATH500/3_1000.jsonl,38
PHI3.5,tree,3,3_1000#39,72,94,166,1,PHI35/tree/MATH500/3_1000.jsonl,39
PHI3.5,tree,3,3_1000#40,49,344,393,0,PHI35/tree/MATH500/3_1000.jsonl,40
PHI3.5,tree,3,3_1000#41,137,68,205,1,PHI35/tree/MATH500/3_1000.jsonl,41
PHI3.5,tree,3,3_1000#42,72,396,468,0,PHI35/tree/MATH500/3_1000.jsonl,42
PHI3.5,tree,3,3_1000#43,61,110,171,1,PHI35/tree/MATH500/3_1000.jsonl,43
PHI3.5,tree,3,3_1000#44,108,395,503,0,PHI35/tree/MATH500/3_1000.jsonl,44
PHI3.5,tree,3,3_1000#45,87,299,386,0,PHI35/tree/MATH500/3_1000.jsonl,45
PHI3.5,tree,3,3_1000#46,58,281,339,1,PHI35/tree/MATH500/3_1000.jsonl,46
PHI3.5,tree,3,3_1000#47,64,804,868,0,PHI35/tree/MATH500/3_1000.jsonl,47
PHI3.5,tree,3,3_1000#48,78,179,257,1,PHI35/tree/MATH500/3_1000.jsonl,48
PHI3.5,tree,3,3_1000#49,41,187,228,1,PHI35/tree/MATH500/3_1000.jsonl,49
PHI3.5,tree,3,3_1000#50,47,97,144,1,PHI35/tree/MATH500/3_1000.jsonl,50
PHI3.5,tree,3,3_1000#51,137,332,469,0,PHI35/tree/MATH500/3_1000.jsonl,51
PHI3.5,tree,3,3_1000#52,44,515,559,1,PHI35/tree/MATH500/3_1000.jsonl,52
PHI3.5,tree,3,3_1000#53,51,223,274,1,PHI35/tree/MATH500/3_1000.jsonl,53
PHI3.5,tree,3,3_1000#54,50,100,150,1,PHI35/tree/MATH500/3_1000.jsonl,54
PHI3.5,tree,3,3_1000#55,35,79,114,1,PHI35/tree/MATH500/3_1000.jsonl,55
PHI3.5,tree,3,3_1000#56,75,133,208,1,PHI35/tree/MATH500/3_1000.jsonl,56
PHI3.5,tree,3,3_1000#57,47,67,114,1,PHI35/tree/MATH500/3_1000.jsonl,57
PHI3.5,tree,3,3_1000#58,79,181,260,1,PHI35/tree/MATH500/3_1000.jsonl,58
PHI3.5,tree,3,3_1000#59,39,142,181,1,PHI35/tree/MATH500/3_1000.jsonl,59
PHI3.5,tree,3,3_1000#60,77,219,296,1,PHI35/tree/MATH500/3_1000.jsonl,60
PHI3.5,tree,3,3_1000#61,76,425,501,0,PHI35/tree/MATH500/3_1000.jsonl,61
PHI3.5,tree,3,3_1000#62,91,199,290,1,PHI35/tree/MATH500/3_1000.jsonl,62
PHI3.5,tree,3,3_1000#63,123,484,607,0,PHI35/tree/MATH500/3_1000.jsonl,63
PHI3.5,tree,3,3_1000#64,119,268,387,0,PHI35/tree/MATH500/3_1000.jsonl,64
PHI3.5,tree,3,3_1000#65,86,582,668,0,PHI35/tree/MATH500/3_1000.jsonl,65
PHI3.5,tree,3,3_1000#66,41,103,144,1,PHI35/tree/MATH500/3_1000.jsonl,66
PHI3.5,tree,3,3_1000#67,65,225,290,0,PHI35/tree/MATH500/3_1000.jsonl,67
PHI3.5,tree,3,3_1000#68,72,221,293,0,PHI35/tree/MATH500/3_1000.jsonl,68
PHI3.5,tree,3,3_1000#69,88,474,562,0,PHI35/tree/MATH500/3_1000.jsonl,69
PHI3.5,tree,3,3_1000#70,78,1001,1079,0,PHI35/tree/MATH500/3_1000.jsonl,70
PHI3.5,tree,3,3_1000#71,44,128,172,1,PHI35/tree/MATH500/3_1000.jsonl,71
PHI3.5,tree,3,3_1000#72,49,222,271,0,PHI35/tree/MATH500/3_1000.jsonl,72
PHI3.5,tree,3,3_1000#73,57,202,259,1,PHI35/tree/MATH500/3_1000.jsonl,73
PHI3.5,tree,3,3_1000#74,89,191,280,1,PHI35/tree/MATH500/3_1000.jsonl,74
PHI3.5,tree,3,3_1000#75,47,190,237,1,PHI35/tree/MATH500/3_1000.jsonl,75
PHI3.5,tree,3,3_1000#76,62,215,277,0,PHI35/tree/MATH500/3_1000.jsonl,76
PHI3.5,tree,3,3_1000#77,61,85,146,1,PHI35/tree/MATH500/3_1000.jsonl,77
PHI3.5,tree,3,3_1000#78,40,101,141,1,PHI35/tree/MATH500/3_1000.jsonl,78
PHI3.5,tree,3,3_1000#79,95,502,597,0,PHI35/tree/MATH500/3_1000.jsonl,79
PHI3.5,tree,3,3_1000#80,43,75,118,1,PHI35/tree/MATH500/3_1000.jsonl,80
PHI3.5,tree,3,3_1000#81,70,295,365,0,PHI35/tree/MATH500/3_1000.jsonl,81
PHI3.5,tree,3,3_1000#82,72,266,338,1,PHI35/tree/MATH500/3_1000.jsonl,82
PHI3.5,tree,3,3_1000#83,106,197,303,0,PHI35/tree/MATH500/3_1000.jsonl,83
PHI3.5,tree,3,3_1000#84,45,304,349,0,PHI35/tree/MATH500/3_1000.jsonl,84
PHI3.5,tree,3,3_1000#85,79,342,421,0,PHI35/tree/MATH500/3_1000.jsonl,85
PHI3.5,tree,3,3_1000#86,87,255,342,1,PHI35/tree/MATH500/3_1000.jsonl,86
PHI3.5,tree,3,3_1000#87,68,158,226,1,PHI35/tree/MATH500/3_1000.jsonl,87
PHI3.5,tree,3,3_1000#88,45,108,153,1,PHI35/tree/MATH500/3_1000.jsonl,88
PHI3.5,tree,3,3_1000#89,116,229,345,0,PHI35/tree/MATH500/3_1000.jsonl,89
PHI3.5,tree,3,3_1000#90,48,511,559,0,PHI35/tree/MATH500/3_1000.jsonl,90
PHI3.5,tree,3,3_1000#91,64,110,174,1,PHI35/tree/MATH500/3_1000.jsonl,91
PHI3.5,tree,3,3_1000#92,66,107,173,0,PHI35/tree/MATH500/3_1000.jsonl,92
PHI3.5,tree,3,3_1000#93,66,493,559,0,PHI35/tree/MATH500/3_1000.jsonl,93
PHI3.5,tree,3,3_1000#94,65,203,268,1,PHI35/tree/MATH500/3_1000.jsonl,94
PHI3.5,tree,3,3_1000#95,434,259,693,0,PHI35/tree/MATH500/3_1000.jsonl,95
PHI3.5,tree,3,3_1000#96,94,843,937,0,PHI35/tree/MATH500/3_1000.jsonl,96
PHI3.5,tree,3,3_1000#97,131,759,890,0,PHI35/tree/MATH500/3_1000.jsonl,97
PHI3.5,tree,3,3_1000#98,70,276,346,0,PHI35/tree/MATH500/3_1000.jsonl,98
PHI3.5,tree,3,3_1000#99,40,108,148,0,PHI35/tree/MATH500/3_1000.jsonl,99
PHI3.5,tree,3,3_1000#100,108,484,592,0,PHI35/tree/MATH500/3_1000.jsonl,100
PHI3.5,tree,9,9_1000#1,71,231,302,0,PHI35/tree/MATH500/9_1000.jsonl,1
PHI3.5,tree,9,9_1000#2,123,891,1014,0,PHI35/tree/MATH500/9_1000.jsonl,2
PHI3.5,tree,9,9_1000#3,69,276,345,1,PHI35/tree/MATH500/9_1000.jsonl,3
PHI3.5,tree,9,9_1000#4,37,122,159,1,PHI35/tree/MATH500/9_1000.jsonl,4
PHI3.5,tree,9,9_1000#5,402,327,729,0,PHI35/tree/MATH500/9_1000.jsonl,5
PHI3.5,tree,9,9_1000#6,69,109,178,1,PHI35/tree/MATH500/9_1000.jsonl,6
PHI3.5,tree,9,9_1000#7,41,180,221,1,PHI35/tree/MATH500/9_1000.jsonl,7
PHI3.5,tree,9,9_1000#8,96,661,757,0,PHI35/tree/MATH500/9_1000.jsonl,8
PHI3.5,tree,9,9_1000#9,56,295,351,1,PHI35/tree/MATH500/9_1000.jsonl,9
PHI3.5,tree,9,9_1000#10,172,267,439,0,PHI35/tree/MATH500/9_1000.jsonl,10
PHI3.5,tree,9,9_1000#11,47,192,239,0,PHI35/tree/MATH500/9_1000.jsonl,11
PHI3.5,tree,9,9_1000#12,85,1001,1086,0,PHI35/tree/MATH500/9_1000.jsonl,12
PHI3.5,tree,9,9_1000#13,95,225,320,1,PHI35/tree/MATH500/9_1000.jsonl,13
PHI3.5,tree,9,9_1000#14,221,142,363,1,PHI35/tree/MATH500/9_1000.jsonl,14
PHI3.5,tree,9,9_1000#15,163,92,255,0,PHI35/tree/MATH500/9_1000.jsonl,15
PHI3.5,tree,9,9_1000#16,233,807,1040,0,PHI35/tree/MATH500/9_1000.jsonl,16
PHI3.5,tree,9,9_1000#17,46,114,160,1,PHI35/tree/MATH500/9_1000.jsonl,17
PHI3.5,tree,9,9_1000#18,280,189,469,0,PHI35/tree/MATH500/9_1000.jsonl,18
PHI3.5,tree,9,9_1000#19,187,113,300,0,PHI35/tree/MATH500/9_1000.jsonl,19
PHI3.5,tree,9,9_1000#20,69,180,249,0,PHI35/tree/MATH500/9_1000.jsonl,20
PHI3.5,tree,9,9_1000#21,36,103,139,1,PHI35/tree/MATH500/9_1000.jsonl,21
PHI3.5,tree,9,9_1000#22,50,466,516,0,PHI35/tree/MATH500/9_1000.jsonl,22
PHI3.5,tree,9,9_1000#23,159,283,442,0,PHI35/tree/MATH500/9_1000.jsonl,23
PHI3.5,tree,9,9_1000#24,50,412,462,0,PHI35/tree/MATH500/9_1000.jsonl,24
PHI3.5,tree,9,9_1000#25,132,371,503,0,PHI35/tree/MATH500/9_1000.jsonl,25
PHI3.5,tree,9,9_1000#26,107,1001,1108,0,PHI35/tree/MATH500/9_1000.jsonl,26
PHI3.5,tree,9,9_1000#27,76,330,406,0,PHI35/tree/MATH500/9_1000.jsonl,27
PHI3.5,tree,9,9_1000#28,110,219,329,0,PHI35/tree/MATH500/9_1000.jsonl,28
PHI3.5,tree,9,9_1000#29,58,99,157,1,PHI35/tree/MATH500/9_1000.jsonl,29
PHI3.5,tree,9,9_1000#30,103,546,649,1,PHI35/tree/MATH500/9_1000.jsonl,30
PHI3.5,tree,9,9_1000#31,45,202,247,1,PHI35/tree/MATH500/9_1000.jsonl,31
PHI3.5,tree,9,9_1000#32,32,144,176,0,PHI35/tree/MATH500/9_1000.jsonl,32
PHI3.5,tree,9,9_1000#33,73,133,206,1,PHI35/tree/MATH500/9_1000.jsonl,33
PHI3.5,tree,9,9_1000#34,70,268,338,0,PHI35/tree/MATH500/9_1000.jsonl,34
PHI3.5,tree,9,9_1000#35,52,499,551,0,PHI35/tree/MATH500/9_1000.jsonl,35
PHI3.5,tree,9,9_1000#36,61,306,367,0,PHI35/tree/MATH500/9_1000.jsonl,36
PHI3.5,tree,9,9_1000#37,51,483,534,0,PHI35/tree/MATH500/9_1000.jsonl,37
PHI3.5,tree,9,9_1000#38,57,146,203,1,PHI35/tree/MATH500/9_1000.jsonl,38
PHI3.5,tree,9,9_1000#39,72,100,172,1,PHI35/tree/MATH500/9_1000.jsonl,39
PHI3.5,tree,9,9_1000#40,49,311,360,0,PHI35/tree/MATH500/9_1000.jsonl,40
PHI3.5,tree,9,9_1000#41,137,68,205,1,PHI35/tree/MATH500/9_1000.jsonl,41
PHI3.5,tree,9,9_1000#42,72,580,652,0,PHI35/tree/MATH500/9_1000.jsonl,42
PHI3.5,tree,9,9_1000#43,61,132,193,0,PHI35/tree/MATH500/9_1000.jsonl,43
PHI3.5,tree,9,9_1000#44,108,396,504,0,PHI35/tree/MATH500/9_1000.jsonl,44
PHI3.5,tree,9,9_1000#45,87,248,335,1,PHI35/tree/MATH500/9_1000.jsonl,45
PHI3.5,tree,9,9_1000#46,58,276,334,1,PHI35/tree/MATH500/9_1000.jsonl,46
PHI3.5,tree,9,9_1000#47,64,786,850,0,PHI35/tree/MATH500/9_1000.jsonl,47
PHI3.5,tree,9,9_1000#48,78,221,299,1,PHI35/tree/MATH500/9_1000.jsonl,48
PHI3.5,tree,9,9_1000#49,41,175,216,1,PHI35/tree/MATH500/9_1000.jsonl,49
PHI3.5,tree,9,9_1000#50,47,97,144,1,PHI35/tree/MATH500/9_1000.jsonl,50
PHI3.5,tree,9,9_1000#51,137,487,624,0,PHI35/tree/MATH500/9_1000.jsonl,51
PHI3.5,tree,9,9_1000#52,44,459,503,0,PHI35/tree/MATH500/9_1000.jsonl,52
PHI3.5,tree,9,9_1000#53,51,199,250,1,PHI35/tree/MATH500/9_1000.jsonl,53
PHI3.5,tree,9,9_1000#54,50,99,149,1,PHI35/tree/MATH500/9_1000.jsonl,54
PHI3.5,tree,9,9_1000#55,35,79,114,1,PHI35/tree/MATH500/9_1000.jsonl,55
PHI3.5,tree,9,9_1000#56,75,133,208,1,PHI35/tree/MATH500/9_1000.jsonl,56
PHI3.5,tree,9,9_1000#57,47,67,114,1,PHI35/tree/MATH500/9_1000.jsonl,57
PHI3.5,tree,9,9_1000#58,79,181,260,1,PHI35/tree/MATH500/9_1000.jsonl,58
PHI3.5,tree,9,9_1000#59,39,167,206,1,PHI35/tree/MATH500/9_1000.jsonl,59
PHI3.5,tree,9,9_1000#60,77,197,274,1,PHI35/tree/MATH500/9_1000.jsonl,60
PHI3.5,tree,9,9_1000#61,76,606,682,0,PHI35/tree/MATH500/9_1000.jsonl,61
PHI3.5,tree,9,9_1000#62,91,265,356,1,PHI35/tree/MATH500/9_1000.jsonl,62
PHI3.5,tree,9,9_1000#63,123,512,635,0,PHI35/tree/MATH500/9_1000.jsonl,63
PHI3.5,tree,9,9_1000#64,119,245,364,0,PHI35/tree/MATH500/9_1000.jsonl,64
PHI3.5,tree,9,9_1000#65,86,605,691,0,PHI35/tree/MATH500/9_1000.jsonl,65
PHI3.5,tree,9,9_1000#66,41,67,108,1,PHI35/tree/MATH500/9_1000.jsonl,66
PHI3.5,tree,9,9_1000#67,65,225,290,0,PHI35/tree/MATH500/9_1000.jsonl,67
PHI3.5,tree,9,9_1000#68,72,208,280,0,PHI35/tree/MATH500/9_1000.jsonl,68
PHI3.5,tree,9,9_1000#69,88,547,635,0,PHI35/tree/MATH500/9_1000.jsonl,69
PHI3.5,tree,9,9_1000#70,78,816,894,0,PHI35/tree/MATH500/9_1000.jsonl,70
PHI3.5,tree,9,9_1000#71,44,126,170,1,PHI35/tree/MATH500/9_1000.jsonl,71
PHI3.5,tree,9,9_1000#72,49,223,272,0,PHI35/tree/MATH500/9_1000.jsonl,72
PHI3.5,tree,9,9_1000#73,57,276,333,1,PHI35/tree/MATH500/9_1000.jsonl,73
PHI3.5,tree,9,9_1000#74,89,176,265,1,PHI35/tree/MATH500/9_1000.jsonl,74
PHI3.5,tree,9,9_1000#75,47,188,235,1,PHI35/tree/MATH500/9_1000.jsonl,75
PHI3.5,tree,9,9_1000#76,62,182,244,0,PHI35/tree/MATH500/9_1000.jsonl,76
PHI3.5,tree,9,9_1000#77,61,85,146,1,PHI35/tree/MATH500/9_1000.jsonl,77
PHI3.5,tree,9,9_1000#78,40,101,141,1,PHI35/tree/MATH500/9_1000.jsonl,78
PHI3.5,tree,9,9_1000#79,95,539,634,0,PHI35/tree/MATH500/9_1000.jsonl,79
PHI3.5,tree,9,9_1000#80,43,94,137,1,PHI35/tree/MATH500/9_1000.jsonl,80
PHI3.5,tree,9,9_1000#81,70,262,332,0,PHI35/tree/MATH500/9_1000.jsonl,81
PHI3.5,tree,9,9_1000#82,72,266,338,1,PHI35/tree/MATH500/9_1000.jsonl,82
PHI3.5,tree,9,9_1000#83,106,201,307,0,PHI35/tree/MATH500/9_1000.jsonl,83
PHI3.5,tree,9,9_1000#84,45,568,613,0,PHI35/tree/MATH500/9_1000.jsonl,84
PHI3.5,tree,9,9_1000#85,79,480,559,0,PHI35/tree/MATH500/9_1000.jsonl,85
PHI3.5,tree,9,9_1000#86,87,255,342,1,PHI35/tree/MATH500/9_1000.jsonl,86
PHI3.5,tree,9,9_1000#87,68,157,225,1,PHI35/tree/MATH500/9_1000.jsonl,87
PHI3.5,tree,9,9_1000#88,45,108,153,1,PHI35/tree/MATH500/9_1000.jsonl,88
PHI3.5,tree,9,9_1000#89,116,243,359,0,PHI35/tree/MATH500/9_1000.jsonl,89
PHI3.5,tree,9,9_1000#90,48,361,409,0,PHI35/tree/MATH500/9_1000.jsonl,90
PHI3.5,tree,9,9_1000#91,64,112,176,0,PHI35/tree/MATH500/9_1000.jsonl,91
PHI3.5,tree,9,9_1000#92,66,107,173,0,PHI35/tree/MATH500/9_1000.jsonl,92
PHI3.5,tree,9,9_1000#93,66,600,666,0,PHI35/tree/MATH500/9_1000.jsonl,93
PHI3.5,tree,9,9_1000#94,65,220,285,1,PHI35/tree/MATH500/9_1000.jsonl,94
PHI3.5,tree,9,9_1000#95,434,466,900,0,PHI35/tree/MATH500/9_1000.jsonl,95
PHI3.5,tree,9,9_1000#96,94,522,616,0,PHI35/tree/MATH500/9_1000.jsonl,96
PHI3.5,tree,9,9_1000#97,131,838,969,0,PHI35/tree/MATH500/9_1000.jsonl,97
PHI3.5,tree,9,9_1000#98,70,264,334,0,PHI35/tree/MATH500/9_1000.jsonl,98
PHI3.5,tree,9,9_1000#99,40,107,147,0,PHI35/tree/MATH500/9_1000.jsonl,99
PHI3.5,tree,9,9_1000#100,108,568,676,0,PHI35/tree/MATH500/9_1000.jsonl,100
PHI3.5,sampling,,sample#1,71,227,298,0,PHI35/sample/MATH500/sample.jsonl,1
PHI3.5,sampling,,sample#2,123,609,732,0,PHI35/sample/MATH500/sample.jsonl,2
PHI3.5,sampling,,sample#3,69,264,333,1,PHI35/sample/MATH500/sample.jsonl,3
PHI3.5,sampling,,sample#4,37,132,169,1,PHI35/sample/MATH500/sample.jsonl,4
PHI3.5,sampling,,sample#5,402,299,701,0,PHI35/sample/MATH500/sample.jsonl,5
PHI3.5,sampling,,sample#6,69,162,231,1,PHI35/sample/MATH500/sample.jsonl,6
PHI3.5,sampling,,sample#7,41,163,204,0,PHI35/sample/MATH500/sample.jsonl,7
PHI3.5,sampling,,sample#8,96,271,367,0,PHI35/sample/MATH500/sample.jsonl,8
PHI3.5,sampling,,sample#9,56,192,248,0,PHI35/sample/MATH500/sample.jsonl,9
PHI3.5,sampling,,sample#10,172,380,552,1,PHI35/sample/MATH500/sample.jsonl,10
PHI3.5,sampling,,sample#11,47,210,257,0,PHI35/sample/MATH500/sample.jsonl,11
PHI3.5,sampling,,sample#12,85,229,314,0,PHI35/sample/MATH500/sample.jsonl,12
PHI3.5,sampling,,sample#13,95,238,333,0,PHI35/sample/MATH500/sample.jsonl,13
PHI3.5,sampling,,sample#14,221,141,362,1,PHI35/sample/MATH500/sample.jsonl,14
PHI3.5,sampling,,sample#15,163,81,244,0,PHI35/sample/MATH500/sample.jsonl,15
PHI3.5,sampling,,sample#16,233,401,634,0,PHI35/sample/MATH500/sample.jsonl,16
PHI3.5,sampling,,sample#17,46,146,192,0,PHI35/sample/MATH500/sample.jsonl,17
PHI3.5,sampling,,sample#18,280,255,535,0,PHI35/sample/MATH500/sample.jsonl,18
PHI3.5,sampling,,sample#19,187,231,418,0,PHI35/sample/MATH500/sample.jsonl,19
PHI3.5,sampling,,sample#20,69,379,448,0,PHI35/sample/MATH500/sample.jsonl,20
PHI3.5,sampling,,sample#21,36,101,137,1,PHI35/sample/MATH500/sample.jsonl,21
PHI3.5,sampling,,sample#22,50,408,458,0,PHI35/sample/MATH500/sample.jsonl,22
PHI3.5,sampling,,sample#23,159,427,586,0,PHI35/sample/MATH500/sample.jsonl,23
PHI3.5,sampling,,sample#24,50,545,595,0,PHI35/sample/MATH500/sample.jsonl,24
PHI3.5,sampling,,sample#25,132,419,551,0,PHI35/sample/MATH500/sample.jsonl,25
PHI3.5,sampling,,sample#26,107,123,230,0,PHI35/sample/MATH500/sample.jsonl,26
PHI3.5,sampling,,sample#27,76,225,301,1,PHI35/sample/MATH500/sample.jsonl,27
PHI3.5,sampling,,sample#28,110,191,301,0,PHI35/sample/MATH500/sample.jsonl,28
PHI3.5,sampling,,sample#29,58,80,138,1,PHI35/sample/MATH500/sample.jsonl,29
PHI3.5,sampling,,sample#30,103,498,601,1,PHI35/sample/MATH500/sample.jsonl,30
PHI3.5,sampling,,sample#31,45,128,173,1,PHI35/sample/MATH500/sample.jsonl,31
PHI3.5,sampling,,sample#32,32,148,180,0,PHI35/sample/MATH500/sample.jsonl,32
PHI3.5,sampling,,sample#33,73,127,200,1,PHI35/sample/MATH500/sample.jsonl,33
PHI3.5,sampling,,sample#34,70,249,319,0,PHI35/sample/MATH500/sample.jsonl,34
PHI3.5,sampling,,sample#35,52,283,335,0,PHI35/sample/MATH500/sample.jsonl,35
PHI3.5,sampling,,sample#36,61,211,272,1,PHI35/sample/MATH500/sample.jsonl,36
PHI3.5,sampling,,sample#37,51,428,479,0,PHI35/sample/MATH500/sample.jsonl,37
PHI3.5,sampling,,sample#38,57,164,221,0,PHI35/sample/MATH500/sample.jsonl,38
PHI3.5,sampling,,sample#39,72,92,164,1,PHI35/sample/MATH500/sample.jsonl,39
PHI3.5,sampling,,sample#40,49,230,279,0,PHI35/sample/MATH500/sample.jsonl,40
PHI3.5,sampling,,sample#41,137,66,203,1,PHI35/sample/MATH500/sample.jsonl,41
PHI3.5,sampling,,sample#42,72,316,388,1,PHI35/sample/MATH500/sample.jsonl,42
PHI3.5,sampling,,sample#43,61,119,180,1,PHI35/sample/MATH500/sample.jsonl,43
PHI3.5,sampling,,sample#44,108,371,479,0,PHI35/sample/MATH500/sample.jsonl,44
PHI3.5,sampling,,sample#45,87,287,374,0,PHI35/sample/MATH500/sample.jsonl,45
PHI3.5,sampling,,sample#46,58,253,311,1,PHI35/sample/MATH500/sample.jsonl,46
PHI3.5,sampling,,sample#47,64,726,790,0,PHI35/sample/MATH500/sample.jsonl,47
PHI3.5,sampling,,sample#48,78,193,271,1,PHI35/sample/MATH500/sample.jsonl,48
PHI3.5,sampling,,sample#49,41,84,125,0,PHI35/sample/MATH500/sample.jsonl,49
PHI3.5,sampling,,sample#50,47,290,337,1,PHI35/sample/MATH500/sample.jsonl,50
PHI3.5,sampling,,sample#51,137,1000,1137,0,PHI35/sample/MATH500/sample.jsonl,51
PHI3.5,sampling,,sample#52,44,339,383,1,PHI35/sample/MATH500/sample.jsonl,52
PHI3.5,sampling,,sample#53,51,223,274,1,PHI35/sample/MATH500/sample.jsonl,53
PHI3.5,sampling,,sample#54,50,145,195,0,PHI35/sample/MATH500/sample.jsonl,54
PHI3.5,sampling,,sample#55,35,87,122,1,PHI35/sample/MATH500/sample.jsonl,55
PHI3.5,sampling,,sample#56,75,165,240,1,PHI35/sample/MATH500/sample.jsonl,56
PHI3.5,sampling,,sample#57,47,69,116,1,PHI35/sample/MATH500/sample.jsonl,57
PHI3.5,sampling,,sample#58,79,317,396,1,PHI35/sample/MATH500/sample.jsonl,58
PHI3.5,sampling,,sample#59,39,143,182,1,PHI35/sample/MATH500/sample.jsonl,59
PHI3.5,sampling,,sample#60,77,338,415,1,PHI35/sample/MATH500/sample.jsonl,60
PHI3.5,sampling,,sample#61,76,313,389,0,PHI35/sample/MATH500/sample.jsonl,61
PHI3.5,sampling,,sample#62,91,293,384,0,PHI35/sample/MATH500/sample.jsonl,62
PHI3.5,sampling,,sample#63,123,467,590,0,PHI35/sample/MATH500/sample.jsonl,63
PHI3.5,sampling,,sample#64,119,331,450,0,PHI35/sample/MATH500/sample.jsonl,64
PHI3.5,sampling,,sample#65,86,466,552,0,PHI35/sample/MATH500/sample.jsonl,65
PHI3.5,sampling,,sample#66,41,79,120,1,PHI35/sample/MATH500/sample.jsonl,66
PHI3.5,sampling,,sample#67,65,309,374,0,PHI35/sample/MATH500/sample.jsonl,67
PHI3.5,sampling,,sample#68,72,162,234,0,PHI35/sample/MATH500/sample.jsonl,68
PHI3.5,sampling,,sample#69,88,342,430,0,PHI35/sample/MATH500/sample.jsonl,69
PHI3.5,sampling,,sample#70,78,567,645,0,PHI35/sample/MATH500/sample.jsonl,70
PHI3.5,sampling,,sample#71,44,240,284,1,PHI35/sample/MATH500/sample.jsonl,71
PHI3.5,sampling,,sample#72,49,187,236,0,PHI35/sample/MATH500/sample.jsonl,72
